Climate scenario,With CO2 yield fertilization,Data source,Point estimate,95 percent CI,Region,Nutrient,Unit per capita,Year,Value
No Climate Change,no,Reference,yes,,Rest of Arabia,protein,g,2010,121.02
No Climate Change,no,Reference,yes,,Rest of Arabia,iron,mg,2010,26.54
No Climate Change,no,Reference,yes,,Rest of Arabia,zinc,mg,2010,19.56
No Climate Change,no,Reference,yes,,Romania,protein,g,2010,136.31
No Climate Change,no,Reference,yes,,Romania,iron,mg,2010,27.23
No Climate Change,no,Reference,yes,,Romania,zinc,mg,2010,22.10
No Climate Change,no,Reference,yes,,Russia,protein,g,2010,119.70
No Climate Change,no,Reference,yes,,Russia,iron,mg,2010,23.71
No Climate Change,no,Reference,yes,,Russia,zinc,mg,2010,18.80
No Climate Change,no,Reference,yes,,Rwanda,protein,g,2010,56.16
No Climate Change,no,Reference,yes,,Rwanda,iron,mg,2010,22.95
No Climate Change,no,Reference,yes,,Rwanda,zinc,mg,2010,10.07
No Climate Change,no,Reference,yes,,Saudi Arabia,protein,g,2010,95.88
No Climate Change,no,Reference,yes,,Saudi Arabia,iron,mg,2010,22.68
No Climate Change,no,Reference,yes,,Saudi Arabia,zinc,mg,2010,15.91
No Climate Change,no,Reference,yes,,Sudan,protein,g,2010,77.10
No Climate Change,no,Reference,yes,,Sudan,iron,mg,2010,22.11
No Climate Change,no,Reference,yes,,Sudan,zinc,mg,2010,12.69
No Climate Change,no,Reference,yes,,Senegal,protein,g,2010,70.49
No Climate Change,no,Reference,yes,,Senegal,iron,mg,2010,21.73
No Climate Change,no,Reference,yes,,Senegal,zinc,mg,2010,11.44
No Climate Change,no,Reference,yes,,Solomon Islands,protein,g,2010,61.64
No Climate Change,no,Reference,yes,,Solomon Islands,iron,mg,2010,22.98
No Climate Change,no,Reference,yes,,Solomon Islands,zinc,mg,2010,11.07
No Climate Change,no,Reference,yes,,Sierra Leone,protein,g,2010,57.49
No Climate Change,no,Reference,yes,,Sierra Leone,iron,mg,2010,19.72
No Climate Change,no,Reference,yes,,Sierra Leone,zinc,mg,2010,7.70
No Climate Change,no,Reference,yes,,El Salvador,protein,g,2010,80.07
No Climate Change,no,Reference,yes,,El Salvador,iron,mg,2010,20.60
No Climate Change,no,Reference,yes,,El Salvador,zinc,mg,2010,12.63
No Climate Change,no,Reference,yes,,Somalia,protein,g,2010,40.49
No Climate Change,no,Reference,yes,,Somalia,iron,mg,2010,6.29
No Climate Change,no,Reference,yes,,Somalia,zinc,mg,2010,6.52
No Climate Change,no,Reference,yes,,Spain,protein,g,2010,140.09
No Climate Change,no,Reference,yes,,Spain,iron,mg,2010,23.37
No Climate Change,no,Reference,yes,,Spain,zinc,mg,2010,19.78
No Climate Change,no,Reference,yes,,Slovakia,protein,g,2010,101.23
No Climate Change,no,Reference,yes,,Slovakia,iron,mg,2010,19.72
No Climate Change,no,Reference,yes,,Slovakia,zinc,mg,2010,15.90
No Climate Change,no,Reference,yes,,Slovenia,protein,g,2010,126.34
No Climate Change,no,Reference,yes,,Slovenia,iron,mg,2010,22.78
No Climate Change,no,Reference,yes,,Slovenia,zinc,mg,2010,20.07
No Climate Change,no,Reference,yes,,Sweden,protein,g,2010,130.52
No Climate Change,no,Reference,yes,,Sweden,iron,mg,2010,18.92
No Climate Change,no,Reference,yes,,Sweden,zinc,mg,2010,19.13
No Climate Change,no,Reference,yes,,Swaziland,protein,g,2010,79.86
No Climate Change,no,Reference,yes,,Swaziland,iron,mg,2010,22.54
No Climate Change,no,Reference,yes,,Swaziland,zinc,mg,2010,12.04
No Climate Change,no,Reference,yes,,Syria,protein,g,2010,108.09
No Climate Change,no,Reference,yes,,Syria,iron,mg,2010,26.66
No Climate Change,no,Reference,yes,,Syria,zinc,mg,2010,18.99
No Climate Change,no,Reference,yes,,Chad,protein,g,2010,75.55
No Climate Change,no,Reference,yes,,Chad,iron,mg,2010,43.82
No Climate Change,no,Reference,yes,,Chad,zinc,mg,2010,14.54
No Climate Change,no,Reference,yes,,Togo,protein,g,2010,62.05
No Climate Change,no,Reference,yes,,Togo,iron,mg,2010,20.49
No Climate Change,no,Reference,yes,,Togo,zinc,mg,2010,10.99
No Climate Change,no,Reference,yes,,Thailand,protein,g,2010,75.00
No Climate Change,no,Reference,yes,,Thailand,iron,mg,2010,15.37
No Climate Change,no,Reference,yes,,Thailand,zinc,mg,2010,8.04
No Climate Change,no,Reference,yes,,Tajikistan,protein,g,2010,89.36
No Climate Change,no,Reference,yes,,Tajikistan,iron,mg,2010,23.04
No Climate Change,no,Reference,yes,,Tajikistan,zinc,mg,2010,17.24
No Climate Change,no,Reference,yes,,Turkmenistan,protein,g,2010,130.12
No Climate Change,no,Reference,yes,,Turkmenistan,iron,mg,2010,28.34
No Climate Change,no,Reference,yes,,Turkmenistan,zinc,mg,2010,23.85
No Climate Change,no,Reference,yes,,Timor L'Este,protein,g,2010,64.47
No Climate Change,no,Reference,yes,,Timor L'Este,iron,mg,2010,17.03
No Climate Change,no,Reference,yes,,Timor L'Este,zinc,mg,2010,11.27
No Climate Change,no,Reference,yes,,Tunisia,protein,g,2010,127.43
No Climate Change,no,Reference,yes,,Tunisia,iron,mg,2010,31.87
No Climate Change,no,Reference,yes,,Tunisia,zinc,mg,2010,22.21
No Climate Change,no,Reference,yes,,Turkey,protein,g,2010,133.22
No Climate Change,no,Reference,yes,,Turkey,iron,mg,2010,32.94
No Climate Change,no,Reference,yes,,Turkey,zinc,mg,2010,22.85
No Climate Change,no,Reference,yes,,Tanzania,protein,g,2010,67.66
No Climate Change,no,Reference,yes,,Tanzania,iron,mg,2010,21.87
No Climate Change,no,Reference,yes,,Tanzania,zinc,mg,2010,10.99
No Climate Change,no,Reference,yes,,Uganda,protein,g,2010,62.03
No Climate Change,no,Reference,yes,,Uganda,iron,mg,2010,22.82
No Climate Change,no,Reference,yes,,Uganda,zinc,mg,2010,10.53
No Climate Change,no,Reference,yes,,UK,protein,g,2010,129.37
No Climate Change,no,Reference,yes,,UK,iron,mg,2010,23.18
No Climate Change,no,Reference,yes,,UK,zinc,mg,2010,19.70
No Climate Change,no,Reference,yes,,Ukraine,protein,g,2010,114.14
No Climate Change,no,Reference,yes,,Ukraine,iron,mg,2010,23.02
No Climate Change,no,Reference,yes,,Ukraine,zinc,mg,2010,18.31
No Climate Change,no,Reference,yes,,Uruguay,protein,g,2010,109.20
No Climate Change,no,Reference,yes,,Uruguay,iron,mg,2010,24.65
No Climate Change,no,Reference,yes,,Uruguay,zinc,mg,2010,19.95
No Climate Change,no,Reference,yes,,USA,protein,g,2010,150.20
No Climate Change,no,Reference,yes,,USA,iron,mg,2010,24.50
No Climate Change,no,Reference,yes,,USA,zinc,mg,2010,22.70
No Climate Change,no,Reference,yes,,Uzbekistan,protein,g,2010,102.61
No Climate Change,no,Reference,yes,,Uzbekistan,iron,mg,2010,23.41
No Climate Change,no,Reference,yes,,Uzbekistan,zinc,mg,2010,19.00
No Climate Change,no,Reference,yes,,Venezuela,protein,g,2010,83.65
No Climate Change,no,Reference,yes,,Venezuela,iron,mg,2010,17.38
No Climate Change,no,Reference,yes,,Venezuela,zinc,mg,2010,13.34
No Climate Change,no,Reference,yes,,Vietnam,protein,g,2010,79.16
No Climate Change,no,Reference,yes,,Vietnam,iron,mg,2010,15.40
No Climate Change,no,Reference,yes,,Vietnam,zinc,mg,2010,8.44
No Climate Change,no,Reference,yes,,Vanuatu,protein,g,2010,80.46
No Climate Change,no,Reference,yes,,Vanuatu,iron,mg,2010,31.80
No Climate Change,no,Reference,yes,,Vanuatu,zinc,mg,2010,14.32
No Climate Change,no,Reference,yes,,Yemen,protein,g,2010,68.63
No Climate Change,no,Reference,yes,,Yemen,iron,mg,2010,16.82
No Climate Change,no,Reference,yes,,Yemen,zinc,mg,2010,11.99
No Climate Change,no,Reference,yes,,South Africa,protein,g,2010,94.91
No Climate Change,no,Reference,yes,,South Africa,iron,mg,2010,23.59
No Climate Change,no,Reference,yes,,South Africa,zinc,mg,2010,13.54
No Climate Change,no,Reference,yes,,Zambia,protein,g,2010,55.33
No Climate Change,no,Reference,yes,,Zambia,iron,mg,2010,18.10
No Climate Change,no,Reference,yes,,Zambia,zinc,mg,2010,8.93
No Climate Change,no,Reference,yes,,Zimbabwe,protein,g,2010,59.15
No Climate Change,no,Reference,yes,,Zimbabwe,iron,mg,2010,18.14
No Climate Change,no,Reference,yes,,Zimbabwe,zinc,mg,2010,9.58
RCP4p5,no,Reference,yes,,North America,protein,g,2010,148.95
RCP4p5,no,Reference,yes,,North America,iron,mg,2010,24.52
RCP4p5,no,Reference,yes,,North America,zinc,mg,2010,22.54
RCP4p5,no,Reference,yes,,Global,protein,g,2010,95.09
RCP4p5,no,Reference,yes,,Global,iron,mg,2010,23.78
RCP4p5,no,Reference,yes,,Global,zinc,mg,2010,14.52
RCP4p5,no,Reference,yes,,South Asia,protein,g,2010,65.87
RCP4p5,no,Reference,yes,,South Asia,iron,mg,2010,17.31
RCP4p5,no,Reference,yes,,South Asia,zinc,mg,2010,9.73
RCP4p5,no,Reference,yes,,Afghanistan,protein,g,2010,67.90
RCP4p5,no,Reference,yes,,Afghanistan,iron,mg,2010,23.19
RCP4p5,no,Reference,yes,,Afghanistan,zinc,mg,2010,12.86
RCP4p5,no,Reference,yes,,Sub-Saharan Africa,protein,g,2010,66.40
RCP4p5,no,Reference,yes,,Sub-Saharan Africa,iron,mg,2010,25.71
RCP4p5,no,Reference,yes,,Sub-Saharan Africa,zinc,mg,2010,11.58
RCP4p5,no,Reference,yes,,Angola,protein,g,2010,68.66
RCP4p5,no,Reference,yes,,Angola,iron,mg,2010,20.60
RCP4p5,no,Reference,yes,,Angola,zinc,mg,2010,10.64
RCP4p5,no,Reference,yes,,Europe,protein,g,2010,127.99
RCP4p5,no,Reference,yes,,Europe,iron,mg,2010,22.73
RCP4p5,no,Reference,yes,,Europe,zinc,mg,2010,19.59
RCP4p5,no,Reference,yes,,Albania,protein,g,2010,124.47
RCP4p5,no,Reference,yes,,Albania,iron,mg,2010,25.12
RCP4p5,no,Reference,yes,,Albania,zinc,mg,2010,20.39
RCP4p5,no,Reference,yes,,Latin America & the Caribbean,protein,g,2010,98.18
RCP4p5,no,Reference,yes,,Latin America & the Caribbean,iron,mg,2010,20.86
RCP4p5,no,Reference,yes,,Latin America & the Caribbean,zinc,mg,2010,16.23
RCP4p5,no,Reference,yes,,Argentina,protein,g,2010,120.28
RCP4p5,no,Reference,yes,,Argentina,iron,mg,2010,24.61
RCP4p5,no,Reference,yes,,Argentina,zinc,mg,2010,21.77
RCP4p5,no,Reference,yes,,Former Soviet Union,protein,g,2010,116.71
RCP4p5,no,Reference,yes,,Former Soviet Union,iron,mg,2010,24.06
RCP4p5,no,Reference,yes,,Former Soviet Union,zinc,mg,2010,19.17
RCP4p5,no,Reference,yes,,Armenia,protein,g,2010,107.28
RCP4p5,no,Reference,yes,,Armenia,iron,mg,2010,25.15
RCP4p5,no,Reference,yes,,Armenia,zinc,mg,2010,18.65
RCP4p5,no,Reference,yes,,East Asia & Pacific,protein,g,2010,104.81
RCP4p5,no,Reference,yes,,East Asia & Pacific,iron,mg,2010,27.08
RCP4p5,no,Reference,yes,,East Asia & Pacific,zinc,mg,2010,15.65
RCP4p5,no,Reference,yes,,Australia,protein,g,2010,126.54
RCP4p5,no,Reference,yes,,Australia,iron,mg,2010,20.18
RCP4p5,no,Reference,yes,,Australia,zinc,mg,2010,19.54
RCP4p5,no,Reference,yes,,Austria,protein,g,2010,129.35
RCP4p5,no,Reference,yes,,Austria,iron,mg,2010,22.23
RCP4p5,no,Reference,yes,,Austria,zinc,mg,2010,19.82
RCP4p5,no,Reference,yes,,Azerbaijan,protein,g,2010,130.34
RCP4p5,no,Reference,yes,,Azerbaijan,iron,mg,2010,32.21
RCP4p5,no,Reference,yes,,Azerbaijan,zinc,mg,2010,24.01
RCP4p5,no,Reference,yes,,Burundi,protein,g,2010,47.11
RCP4p5,no,Reference,yes,,Burundi,iron,mg,2010,17.75
RCP4p5,no,Reference,yes,,Burundi,zinc,mg,2010,8.61
RCP4p5,no,Reference,yes,,Benin,protein,g,2010,68.08
RCP4p5,no,Reference,yes,,Benin,iron,mg,2010,21.92
RCP4p5,no,Reference,yes,,Benin,zinc,mg,2010,11.73
RCP4p5,no,Reference,yes,,Burkina Faso,protein,g,2010,90.52
RCP4p5,no,Reference,yes,,Burkina Faso,iron,mg,2010,36.74
RCP4p5,no,Reference,yes,,Burkina Faso,zinc,mg,2010,17.39
RCP4p5,no,Reference,yes,,Bangladesh,protein,g,2010,62.92
RCP4p5,no,Reference,yes,,Bangladesh,iron,mg,2010,13.90
RCP4p5,no,Reference,yes,,Bangladesh,zinc,mg,2010,6.34
RCP4p5,no,Reference,yes,,Bulgaria,protein,g,2010,105.24
RCP4p5,no,Reference,yes,,Bulgaria,iron,mg,2010,21.32
RCP4p5,no,Reference,yes,,Bulgaria,zinc,mg,2010,17.34
RCP4p5,no,Reference,yes,,Belarus,protein,g,2010,119.54
RCP4p5,no,Reference,yes,,Belarus,iron,mg,2010,22.44
RCP4p5,no,Reference,yes,,Belarus,zinc,mg,2010,18.95
RCP4p5,no,Reference,yes,,Baltic States,protein,g,2010,122.96
RCP4p5,no,Reference,yes,,Baltic States,iron,mg,2010,22.20
RCP4p5,no,Reference,yes,,Baltic States,zinc,mg,2010,18.83
RCP4p5,no,Reference,yes,,Belgium-Luxembourg,protein,g,2010,126.15
RCP4p5,no,Reference,yes,,Belgium-Luxembourg,iron,mg,2010,22.62
RCP4p5,no,Reference,yes,,Belgium-Luxembourg,zinc,mg,2010,18.99
RCP4p5,no,Reference,yes,,Belize,protein,g,2010,90.11
RCP4p5,no,Reference,yes,,Belize,iron,mg,2010,20.49
RCP4p5,no,Reference,yes,,Belize,zinc,mg,2010,14.30
RCP4p5,no,Reference,yes,,Bolivia,protein,g,2010,77.05
RCP4p5,no,Reference,yes,,Bolivia,iron,mg,2010,17.43
RCP4p5,no,Reference,yes,,Bolivia,zinc,mg,2010,13.84
RCP4p5,no,Reference,yes,,Brazil,protein,g,2010,110.14
RCP4p5,no,Reference,yes,,Brazil,iron,mg,2010,21.88
RCP4p5,no,Reference,yes,,Brazil,zinc,mg,2010,18.19
RCP4p5,no,Reference,yes,,Bhutan,protein,g,2010,75.11
RCP4p5,no,Reference,yes,,Bhutan,iron,mg,2010,23.33
RCP4p5,no,Reference,yes,,Bhutan,zinc,mg,2010,14.53
RCP4p5,no,Reference,yes,,Botswana,protein,g,2010,65.47
RCP4p5,no,Reference,yes,,Botswana,iron,mg,2010,22.99
RCP4p5,no,Reference,yes,,Botswana,zinc,mg,2010,9.53
RCP4p5,no,Reference,yes,,Central African Rep.,protein,g,2010,52.16
RCP4p5,no,Reference,yes,,Central African Rep.,iron,mg,2010,18.40
RCP4p5,no,Reference,yes,,Central African Rep.,zinc,mg,2010,9.79
RCP4p5,no,Reference,yes,,Canada,protein,g,2010,138.03
RCP4p5,no,Reference,yes,,Canada,iron,mg,2010,24.75
RCP4p5,no,Reference,yes,,Canada,zinc,mg,2010,21.16
RCP4p5,no,Reference,yes,,Chile,protein,g,2010,111.59
RCP4p5,no,Reference,yes,,Chile,iron,mg,2010,24.24
RCP4p5,no,Reference,yes,,Chile,zinc,mg,2010,19.33
RCP4p5,no,Reference,yes,,China,protein,g,2010,117.43
RCP4p5,no,Reference,yes,,China,iron,mg,2010,32.45
RCP4p5,no,Reference,yes,,China,zinc,mg,2010,18.72
RCP4p5,no,Reference,yes,,Switzerland,protein,g,2010,115.32
RCP4p5,no,Reference,yes,,Switzerland,iron,mg,2010,19.08
RCP4p5,no,Reference,yes,,Switzerland,zinc,mg,2010,17.72
RCP4p5,no,Reference,yes,,Ivory Coast,protein,g,2010,55.75
RCP4p5,no,Reference,yes,,Ivory Coast,iron,mg,2010,20.51
RCP4p5,no,Reference,yes,,Ivory Coast,zinc,mg,2010,9.86
RCP4p5,no,Reference,yes,,Cameroon,protein,g,2010,63.20
RCP4p5,no,Reference,yes,,Cameroon,iron,mg,2010,21.91
RCP4p5,no,Reference,yes,,Cameroon,zinc,mg,2010,11.17
RCP4p5,no,Reference,yes,,DRC,protein,g,2010,23.22
RCP4p5,no,Reference,yes,,DRC,iron,mg,2010,8.00
RCP4p5,no,Reference,yes,,DRC,zinc,mg,2010,4.00
RCP4p5,no,Reference,yes,,Congo,protein,g,2010,54.26
RCP4p5,no,Reference,yes,,Congo,iron,mg,2010,17.36
RCP4p5,no,Reference,yes,,Congo,zinc,mg,2010,8.12
RCP4p5,no,Reference,yes,,Colombia,protein,g,2010,76.84
RCP4p5,no,Reference,yes,,Colombia,iron,mg,2010,15.98
RCP4p5,no,Reference,yes,,Colombia,zinc,mg,2010,12.75
RCP4p5,no,Reference,yes,,Other Caribbean,protein,g,2010,90.79
RCP4p5,no,Reference,yes,,Other Caribbean,iron,mg,2010,18.95
RCP4p5,no,Reference,yes,,Other Caribbean,zinc,mg,2010,13.78
RCP4p5,no,Reference,yes,,Costa Rica,protein,g,2010,87.31
RCP4p5,no,Reference,yes,,Costa Rica,iron,mg,2010,17.35
RCP4p5,no,Reference,yes,,Costa Rica,zinc,mg,2010,13.50
RCP4p5,no,Reference,yes,,Cuba,protein,g,2010,87.11
RCP4p5,no,Reference,yes,,Cuba,iron,mg,2010,23.56
RCP4p5,no,Reference,yes,,Cuba,zinc,mg,2010,14.62
RCP4p5,no,Reference,yes,,Cyprus,protein,g,2010,96.16
RCP4p5,no,Reference,yes,,Cyprus,iron,mg,2010,17.00
RCP4p5,no,Reference,yes,,Cyprus,zinc,mg,2010,14.06
RCP4p5,no,Reference,yes,,Czech Republic,protein,g,2010,118.48
RCP4p5,no,Reference,yes,,Czech Republic,iron,mg,2010,21.90
RCP4p5,no,Reference,yes,,Czech Republic,zinc,mg,2010,18.32
RCP4p5,no,Reference,yes,,Germany,protein,g,2010,119.21
RCP4p5,no,Reference,yes,,Germany,iron,mg,2010,19.89
RCP4p5,no,Reference,yes,,Germany,zinc,mg,2010,18.09
RCP4p5,no,Reference,yes,,Djibouti,protein,g,2010,58.24
RCP4p5,no,Reference,yes,,Djibouti,iron,mg,2010,17.58
RCP4p5,no,Reference,yes,,Djibouti,zinc,mg,2010,9.12
RCP4p5,no,Reference,yes,,Denmark,protein,g,2010,147.53
RCP4p5,no,Reference,yes,,Denmark,iron,mg,2010,24.95
RCP4p5,no,Reference,yes,,Denmark,zinc,mg,2010,22.62
RCP4p5,no,Reference,yes,,Dominican Republic,protein,g,2010,70.79
RCP4p5,no,Reference,yes,,Dominican Republic,iron,mg,2010,14.41
RCP4p5,no,Reference,yes,,Dominican Republic,zinc,mg,2010,10.54
RCP4p5,no,Reference,yes,,Middle East & North Africa,protein,g,2010,113.23
RCP4p5,no,Reference,yes,,Middle East & North Africa,iron,mg,2010,27.64
RCP4p5,no,Reference,yes,,Middle East & North Africa,zinc,mg,2010,19.52
RCP4p5,no,Reference,yes,,Algeria,protein,g,2010,118.68
RCP4p5,no,Reference,yes,,Algeria,iron,mg,2010,29.48
RCP4p5,no,Reference,yes,,Algeria,zinc,mg,2010,21.46
RCP4p5,no,Reference,yes,,Ecuador,protein,g,2010,72.53
RCP4p5,no,Reference,yes,,Ecuador,iron,mg,2010,13.77
RCP4p5,no,Reference,yes,,Ecuador,zinc,mg,2010,11.60
RCP4p5,no,Reference,yes,,Egypt,protein,g,2010,118.84
RCP4p5,no,Reference,yes,,Egypt,iron,mg,2010,28.95
RCP4p5,no,Reference,yes,,Egypt,zinc,mg,2010,20.10
RCP4p5,no,Reference,yes,,Eritrea,protein,g,2010,48.68
RCP4p5,no,Reference,yes,,Eritrea,iron,mg,2010,23.10
RCP4p5,no,Reference,yes,,Eritrea,zinc,mg,2010,8.10
RCP4p5,no,Reference,yes,,Ethiopia,protein,g,2010,68.46
RCP4p5,no,Reference,yes,,Ethiopia,iron,mg,2010,49.88
RCP4p5,no,Reference,yes,,Ethiopia,zinc,mg,2010,12.92
RCP4p5,no,Reference,yes,,Fiji,protein,g,2010,93.59
RCP4p5,no,Reference,yes,,Fiji,iron,mg,2010,23.24
RCP4p5,no,Reference,yes,,Fiji,zinc,mg,2010,16.80
RCP4p5,no,Reference,yes,,Finland,protein,g,2010,126.02
RCP4p5,no,Reference,yes,,Finland,iron,mg,2010,18.63
RCP4p5,no,Reference,yes,,Finland,zinc,mg,2010,18.60
RCP4p5,no,Reference,yes,,France,protein,g,2010,134.74
RCP4p5,no,Reference,yes,,France,iron,mg,2010,23.36
RCP4p5,no,Reference,yes,,France,zinc,mg,2010,20.40
RCP4p5,no,Reference,yes,,Gabon,protein,g,2010,88.77
RCP4p5,no,Reference,yes,,Gabon,iron,mg,2010,22.63
RCP4p5,no,Reference,yes,,Gabon,zinc,mg,2010,11.05
RCP4p5,no,Reference,yes,,Georgia,protein,g,2010,108.06
RCP4p5,no,Reference,yes,,Georgia,iron,mg,2010,23.64
RCP4p5,no,Reference,yes,,Georgia,zinc,mg,2010,19.13
RCP4p5,no,Reference,yes,,Ghana,protein,g,2010,67.80
RCP4p5,no,Reference,yes,,Ghana,iron,mg,2010,23.23
RCP4p5,no,Reference,yes,,Ghana,zinc,mg,2010,10.61
RCP4p5,no,Reference,yes,,Guinea,protein,g,2010,55.74
RCP4p5,no,Reference,yes,,Guinea,iron,mg,2010,24.16
RCP4p5,no,Reference,yes,,Guinea,zinc,mg,2010,9.05
RCP4p5,no,Reference,yes,,Gambia,protein,g,2010,61.62
RCP4p5,no,Reference,yes,,Gambia,iron,mg,2010,24.02
RCP4p5,no,Reference,yes,,Gambia,zinc,mg,2010,10.44
RCP4p5,no,Reference,yes,,Guinea-Bissau,protein,g,2010,54.77
RCP4p5,no,Reference,yes,,Guinea-Bissau,iron,mg,2010,21.39
RCP4p5,no,Reference,yes,,Guinea-Bissau,zinc,mg,2010,9.54
RCP4p5,no,Reference,yes,,Equatorial Guinea,protein,g,2010,43.17
RCP4p5,no,Reference,yes,,Equatorial Guinea,iron,mg,2010,15.24
RCP4p5,no,Reference,yes,,Equatorial Guinea,zinc,mg,2010,6.56
RCP4p5,no,Reference,yes,,Greece,protein,g,2010,142.66
RCP4p5,no,Reference,yes,,Greece,iron,mg,2010,29.07
RCP4p5,no,Reference,yes,,Greece,zinc,mg,2010,23.20
RCP4p5,no,Reference,yes,,Guyanas,protein,g,2010,64.85
RCP4p5,no,Reference,yes,,Guyanas,iron,mg,2010,13.69
RCP4p5,no,Reference,yes,,Guyanas,zinc,mg,2010,10.77
RCP4p5,no,Reference,yes,,Guatemala,protein,g,2010,72.30
RCP4p5,no,Reference,yes,,Guatemala,iron,mg,2010,17.90
RCP4p5,no,Reference,yes,,Guatemala,zinc,mg,2010,12.08
RCP4p5,no,Reference,yes,,Honduras,protein,g,2010,75.79
RCP4p5,no,Reference,yes,,Honduras,iron,mg,2010,17.18
RCP4p5,no,Reference,yes,,Honduras,zinc,mg,2010,11.96
RCP4p5,no,Reference,yes,,Croatia,protein,g,2010,102.48
RCP4p5,no,Reference,yes,,Croatia,iron,mg,2010,19.06
RCP4p5,no,Reference,yes,,Croatia,zinc,mg,2010,15.99
RCP4p5,no,Reference,yes,,Haiti,protein,g,2010,46.68
RCP4p5,no,Reference,yes,,Haiti,iron,mg,2010,12.28
RCP4p5,no,Reference,yes,,Haiti,zinc,mg,2010,8.23
RCP4p5,no,Reference,yes,,Hungary,protein,g,2010,115.22
RCP4p5,no,Reference,yes,,Hungary,iron,mg,2010,21.78
